ERR unknown command (type 'help')
OK mode=LOG
ERR unknown command (type 'help')
M,1273618,W,41,START
OK start
S,1405979,-24,12,177
S,1405989,-14,5,179
S,1405999,-12,-5,203
S,1406009,-2,-1,201
S,1406019,2,-3,211
S,1406029,3,-5,203
S,1406039,7,-14,200
S,1406049,2,-4,193
S,1406059,4,-17,184
S,1406069,-1,1,190
S,1406079,-3,-10,190
S,1406089,-15,-8,216
S,1406099,-19,-20,221
S,1406109,1,-30,249
S,1406119,19,-25,267
S,1406129,27,-30,271
S,1406139,19,-23,262
S,1406149,1,-15,247
S,1406159,-8,5,233
S,1406169,-21,15,223
S,1406179,-23,21,220
S,1406189,-40,29,237
S,1406199,-63,16,244
S,1406209,-91,-13,261
S,1406219,-108,-31,274
S,1406229,-113,-42,282
S,1406239,-100,-47,290
S,1406249,-89,-56,299
S,1406259,-77,-57,303
S,1406269,-68,-55,310
S,1406279,-74,-57,320
S,1406289,-86,-60,323
S,1406299,-101,-61,330
S,1406309,-110,-63,332
S,1406319,-110,-66,334
S,1406329,-103,-71,336
S,1406339,-82,-72,338
S,1406349,-52,-72,342
S,1406359,-38,-69,359
S,1406369,-44,-89,371
S,1406379,-59,-83,374
S,1406389,-65,-77,366
S,1406399,-65,-32,337
S,1406409,-56,-31,333
S,1406419,-31,-25,327
S,1406429,-21,-5,335
S,1406439,-17,20,314
S,1406449,-11,36,304
S,1406459,-8,36,305
S,1406469,3,50,316
S,1406479,20,74,325
S,1406489,48,67,354
S,1406499,68,82,361
S,1406509,94,91,384
S,1406519,84,116,379
S,1406529,70,143,371
S,1406539,52,139,361
S,1406549,35,145,359
S,1406559,26,134,355
S,1406569,52,152,357
S,1406579,88,151,380
S,1406589,94,152,388
S,1406599,79,128,376
S,1406609,48,124,369
S,1406619,40,154,346
S,1406629,53,180,341
S,1406639,54,208,314
S,1406649,50,209,312
S,1406659,56,220,313
S,1406669,50,223,302
S,1406679,31,214,297
S,1406689,19,199,304
S,1406699,23,193,298
S,1406709,24,190,294
S,1406719,18,179,281
S,1406729,11,164,269
S,1406739,2,147,260
S,1406749,15,126,269
S,1406759,34,129,279
S,1406769,37,144,266
S,1406779,35,144,261
S,1406789,53,145,266
S,1406799,58,133,274
S,1406809,44,119,264
S,1406819,19,107,248
S,1406829,2,93,230
S,1406839,-17,78,209
S,1406849,3,77,213
S,1406859,39,93,229
S,1406869,49,100,236
S,1406879,41,95,236
S,1406889,46,94,235
S,1406899,60,100,235
S,1406909,57,114,213
S,1406919,37,116,197
S,1406929,20,108,183
S,1406939,19,103,174
S,1406949,22,78,169
S,1406959,18,60,188
S,1406969,29,82,167
S,1406979,35,91,163
S,1406989,30,92,159
S,1407003,22,84,151
S,1407009,12,86,138
S,1407019,6,80,126
S,1407029,7,72,119
S,1407039,-8,11,137
S,1407049,-15,-7,152
S,1407059,-14,-24,155
S,1407069,-19,-32,159
S,1407079,-18,-36,161
S,1407089,-31,-33,165
S,1407099,-51,-29,157
S,1407109,-65,-34,165
S,1407119,-72,-20,169
S,1407129,-71,-12,177
S,1407139,-75,-18,176
S,1407149,-71,-26,177
S,1407159,-65,-37,174
S,1407169,-64,-52,181
S,1407179,-60,-56,185
S,1407189,-69,-57,190
S,1407199,-86,-57,198
S,1407209,-103,-58,207
S,1407219,-109,-60,214
S,1407229,-99,-53,219
S,1407239,-84,-55,222
S,1407249,-72,-63,222
S,1407259,-61,-69,224
S,1407269,-47,-62,232
S,1407279,-49,-67,246
S,1407289,-63,-76,257
S,1407299,-60,-80,245
S,1407309,-68,-71,243
S,1407319,-80,-68,224
S,1407329,-73,-45,230
S,1407339,-73,-32,246
S,1407349,-80,-24,268
S,1407359,-85,-17,266
S,1407369,-94,-16,259
S,1407379,-91,-19,255
S,1407389,-67,-19,255
S,1407399,-45,-30,266
S,1407409,-30,-30,286
S,1407419,-56,-44,309
S,1407429,-90,-63,304
S,1407439,-104,-63,300
S,1407449,-108,-54,276
S,1407459,-107,-51,254
S,1407469,-108,-42,252
S,1407479,-123,-56,275
S,1407489,-119,-75,315
S,1407499,-121,-95,355
S,1407509,-129,-62,354
S,1407519,-81,-37,379
S,1407529,-74,-23,348
S,1407539,-76,-27,348
S,1407549,-77,-19,349
S,1407559,-77,-17,369
S,1407569,-87,-14,380
S,1407579,-92,-1,383
S,1407589,-91,2,382
S,1407599,-91,-3,379
S,1407609,-80,12,367
S,1407619,-81,44,318
S,1407629,-86,48,317
S,1407639,-92,14,309
M,1407639,RING,58,END
OK end
M,1413308,RING,59,START
OK start
S,1413309,-43,28,237
S,1413319,-45,24,237
S,1413329,-47,22,235
S,1413339,-45,19,235
S,1413349,-41,20,239
S,1413359,-39,18,241
S,1413369,-34,17,239
S,1413379,-31,9,243
S,1413389,-28,4,244
S,1413399,-21,-3,243
S,1413409,-20,3,239
S,1413419,-25,-23,233
S,1413429,-34,-23,230
S,1413439,-39,-34,233
S,1413449,-37,-32,230
S,1413459,-27,-25,237
S,1413469,-12,-15,237
S,1413479,-9,-21,253
S,1413489,-11,-23,249
S,1413499,-16,-24,240
S,1413509,-22,-26,233
S,1413519,-33,-26,221
S,1413529,-40,-34,221
S,1413539,-35,-42,233
S,1413549,-31,-45,232
S,1413559,-30,-48,240
S,1413569,-30,-40,244
S,1413579,-37,-55,238
S,1413589,-57,-60,233
S,1413599,-56,-62,239
S,1413609,-50,-65,261
S,1413619,-59,-69,274
S,1413629,-61,-72,287
S,1413639,-61,-67,306
S,1413649,-70,-67,305
S,1413659,-88,-73,304
S,1413669,-106,-84,300
S,1413679,-111,-85,300
S,1413689,-103,-90,313
S,1413699,-89,-96,329
S,1413709,-81,-104,345
S,1413719,-82,-111,359
S,1413729,-81,-123,374
S,1413739,-80,-118,374
S,1413749,-73,-94,370
S,1413759,-63,-61,364
S,1413769,-50,-31,349
S,1413779,-39,-8,348
S,1413789,-34,14,335
S,1413799,-36,15,329
S,1413809,-40,33,316
S,1413819,-46,44,315
S,1413829,-38,47,331
S,1413839,-12,64,339
S,1413849,18,91,341
S,1413859,19,107,336
S,1413869,14,110,348
S,1413879,4,110,325
S,1413889,8,120,327
S,1413899,11,122,324
S,1413909,10,139,318
S,1413919,16,146,304
S,1413929,37,166,313
S,1413939,40,177,305
S,1413949,31,177,302
S,1413959,34,171,300
S,1413969,17,182,292
S,1413979,13,180,289
S,1413989,20,187,294
S,1413999,25,185,304
S,1414009,39,193,310
S,1414019,51,200,314
S,1414029,57,197,323
S,1414039,60,191,317
S,1414049,48,180,314
S,1414059,39,185,305
S,1414069,26,178,298
S,1414079,22,183,282
S,1414089,20,179,274
S,1414099,15,168,265
S,1414109,21,178,254
S,1414119,24,166,253
S,1414129,26,153,261
S,1414139,36,152,265
S,1414149,37,143,260
S,1414159,33,130,248
S,1414169,26,130,236
S,1414179,26,119,233
S,1414189,27,125,230
S,1414199,32,126,222
S,1414209,39,123,221
S,1414219,37,126,213
S,1414229,37,126,206
S,1414239,32,123,193
S,1414249,21,117,176
S,1414259,13,116,161
S,1414269,14,114,153
S,1414279,20,109,156
S,1414289,25,103,166
S,1414299,29,93,172
S,1414309,27,76,174
S,1414319,23,63,162
S,1414329,11,55,143
S,1414339,-3,40,127
S,1414349,-17,24,117
S,1414359,-33,9,115
S,1414369,-41,4,110
S,1414379,-44,-5,111
S,1414389,-44,-20,122
S,1414399,-40,-31,136
S,1414409,-37,-38,150
S,1414419,-42,-34,151
S,1414429,-58,-32,147
S,1414439,-69,-33,137
S,1414449,-74,-34,131
S,1414459,-76,-34,135
S,1414469,-68,-40,145
S,1414479,-65,-44,161
S,1414489,-76,-43,177
S,1414499,-98,-42,185
S,1414509,-116,-49,189
S,1414519,-123,-57,188
S,1414529,-120,-62,189
S,1414539,-104,-60,190
S,1414549,-82,-54,196
S,1414559,-64,-59,208
S,1414569,-57,-63,221
S,1414579,-67,-65,235
S,1414589,-83,-59,235
S,1414599,-97,-57,237
S,1414609,-105,-61,235
S,1414619,-108,-59,236
S,1414629,-78,-54,268
S,1414639,-55,-60,252
S,1414649,-58,-64,262
S,1414659,-64,-65,277
S,1414669,-67,-56,293
S,1414679,-72,-41,296
S,1414689,-67,-24,290
S,1414699,-63,-7,283
S,1414709,-56,2,278
S,1414719,-57,10,310
S,1414729,-78,10,348
S,1414739,-94,0,348
S,1414749,-99,0,371
S,1414759,-96,-1,363
S,1414769,-86,3,368
S,1414779,-79,2,376
S,1414789,-73,-1,379
S,1414799,-74,-1,391
S,1414809,-75,1,389
S,1414819,-80,5,385
S,1414829,-78,7,380
S,1414839,-78,11,373
S,1414849,-77,13,359
S,1414859,-80,20,332
S,1414869,-85,19,318
S,1414879,-91,6,318
S,1414889,-97,1,319
S,1414899,-98,1,321
S,1414909,-98,4,314
S,1414919,-94,6,310
S,1414929,-90,7,297
S,1414939,-82,8,284
S,1414949,-77,9,284
S,1414959,-70,0,276
S,1414969,-65,1,282
S,1414979,-58,-4,270
S,1414989,-55,0,272
S,1414999,-53,3,268
S,1415009,-57,6,263
S,1415019,-56,3,256
S,1415029,-57,3,255
S,1415043,-57,5,257
S,1415049,-52,4,253
S,1415059,-51,8,251
S,1415069,-48,7,252
S,1415079,-45,11,252
S,1415089,-43,7,254
S,1415099,-43,8,254
S,1415109,-44,5,254
M,1415109,RING,59,END
OK end
M,1420428,RING,60,START
OK start
S,1420429,-54,34,250
S,1420439,-46,26,256
S,1420449,-44,29,255
S,1420459,-43,20,249
S,1420469,-47,11,249
S,1420479,-51,8,243
S,1420489,-52,2,244
S,1420499,-48,4,238
S,1420509,-41,-2,228
S,1420519,-42,1,231
S,1420529,-37,-10,232
S,1420539,-34,-4,228
S,1420549,-36,-8,230
S,1420559,-38,-26,226
S,1420569,-42,-34,222
S,1420579,-41,-27,223
S,1420589,-35,-26,212
S,1420599,-24,-14,214
S,1420609,-33,-14,225
S,1420619,-34,-11,235
S,1420629,-34,-14,244
S,1420639,-39,-13,246
S,1420649,-42,-19,246
S,1420659,-47,-26,250
S,1420669,-54,-32,251
S,1420679,-55,-36,247
S,1420689,-54,-42,255
S,1420699,-48,-47,264
S,1420709,-43,-39,271
S,1420719,-51,-44,273
S,1420729,-61,-53,269
S,1420739,-67,-53,266
S,1420749,-65,-51,278
S,1420759,-68,-56,274
S,1420769,-77,-56,273
S,1420779,-80,-57,274
S,1420789,-83,-59,279
S,1420799,-83,-64,288
S,1420809,-81,-66,297
S,1420819,-84,-71,304
S,1420829,-93,-79,305
S,1420839,-96,-88,306
S,1420849,-94,-88,309
S,1420859,-92,-86,315
S,1420869,-83,-80,321
S,1420879,-77,-70,329
S,1420889,-74,-53,326
S,1420899,-77,-42,324
S,1420909,-76,-38,318
S,1420919,-74,-35,313
S,1420929,-64,-25,318
S,1420939,-54,-6,318
S,1420949,-55,18,313
S,1420959,-58,37,293
S,1420969,-65,51,291
S,1420979,-62,52,293
S,1420989,-52,51,311
S,1420999,-42,51,326
S,1421009,-21,52,332
S,1421019,6,58,357
S,1421029,1,57,350
S,1421039,-8,66,350
S,1421049,-18,75,346
S,1421059,-24,88,338
S,1421073,-26,107,333
S,1421079,-21,123,331
S,1421089,-7,124,336
S,1421099,2,121,340
S,1421109,6,122,339
S,1421119,-1,113,332
S,1421129,-8,97,318
S,1421139,5,105,328
S,1421149,26,116,330
S,1421159,24,127,327
S,1421169,13,131,315
S,1421179,3,140,301
S,1421189,-10,152,288
S,1421199,-21,146,281
S,1421209,-28,141,277
S,1421219,-24,130,282
S,1421229,-8,127,292
S,1421239,-1,123,299
S,1421249,6,121,302
S,1421259,10,124,297
S,1421269,7,126,297
S,1421279,-5,129,287
S,1421289,-13,130,274
S,1421299,-19,139,259
S,1421309,-26,143,249
S,1421319,-35,139,240
S,1421329,-43,126,234
S,1421339,-23,119,254
S,1421349,0,113,269
S,1421359,3,104,271
S,1421369,-6,109,264
S,1421379,-9,115,253
S,1421389,-15,127,236
S,1421399,-26,144,215
S,1421409,-42,147,203
S,1421419,-57,140,193
S,1421429,-49,131,197
S,1421439,6,142,222
S,1421449,28,151,216
S,1421459,13,138,214
S,1421469,1,132,206
S,1421479,-2,126,202
S,1421489,-5,118,195
S,1421499,-13,109,188
S,1421509,-21,100,177
S,1421519,-32,89,169
S,1421529,-32,79,166
S,1421539,-12,81,173
S,1421549,1,82,174
S,1421559,-11,71,167
S,1421569,-24,66,159
S,1421579,-25,72,151
S,1421589,-30,84,140
S,1421599,-43,79,134
S,1421609,-51,74,131
S,1421619,-55,68,133
S,1421629,-54,60,139
S,1421639,-55,54,144
S,1421649,-62,50,149
S,1421659,-64,48,156
S,1421669,-62,48,169
S,1421679,-57,38,181
S,1421689,-57,31,185
S,1421699,-59,30,181
S,1421709,-63,31,179
S,1421719,-68,24,183
S,1421729,-77,21,181
S,1421739,-84,10,189
S,1421749,-91,2,190
S,1421759,-89,-6,198
S,1421769,-77,-8,203
S,1421779,-67,-12,207
S,1421789,-64,-11,201
S,1421799,-70,-4,197
S,1421809,-91,-4,204
S,1421819,-113,-21,211
S,1421829,-127,-37,218
S,1421839,-135,-44,222
S,1421849,-128,-43,222
S,1421859,-113,-36,227
S,1421869,-85,-28,238
S,1421879,-60,-23,244
S,1421889,-67,-17,246
S,1421899,-73,-10,240
S,1421909,-77,-20,233
S,1421919,-83,-24,231
S,1421929,-88,-27,222
S,1421939,-89,-16,220
S,1421949,-74,-8,240
S,1421959,-63,3,244
S,1421969,-65,11,257
S,1421979,-74,23,251
S,1421989,-88,26,248
S,1421999,-95,30,243
S,1422009,-89,35,245
S,1422019,-83,34,240
S,1422029,-80,22,240
S,1422039,-105,-1,265
S,1422049,-76,-33,280
S,1422059,-71,-42,284
S,1422069,-78,-45,283
S,1422079,-83,-46,285
S,1422089,-85,-47,291
S,1422099,-91,-45,283
S,1422109,-106,-41,286
S,1422119,-106,-35,298
S,1422129,-93,-26,313
S,1422139,-62,-5,329
S,1422149,-61,19,346
S,1422159,-72,17,350
S,1422169,-79,12,347
S,1422179,-79,11,347
S,1422189,-80,3,351
S,1422199,-87,-2,354
S,1422209,-91,-8,351
S,1422219,-91,-8,351
S,1422229,-87,-1,354
M,1422229,RING,60,END
OK end
ERR start {W|RING|SLOPE|UNK}
M,1439688,SLOPE,61,START
OK start
S,1439689,-83,20,255
S,1439699,-82,21,257
S,1439709,-88,14,256
S,1439719,-89,17,250
S,1439729,-89,16,249
S,1439739,-82,15,247
S,1439749,-71,8,251
S,1439759,-68,4,242
S,1439769,-68,-6,238
S,1439779,-63,-18,238
S,1439789,-59,-35,236
S,1439799,-53,-54,231
S,1439809,-54,-62,233
S,1439819,-63,-74,230
S,1439829,-63,-73,229
S,1439839,-50,-65,227
S,1439849,-34,-60,224
S,1439859,-19,-56,215
S,1439869,-3,-39,201
S,1439879,0,-44,196
S,1439889,-10,-60,190
S,1439899,-30,-77,190
S,1439909,-49,-113,200
S,1439919,-55,-116,211
S,1439929,-61,-82,229
S,1439939,-49,-49,216
S,1439949,-73,-30,207
S,1439959,-57,-13,184
S,1439969,-41,-26,184
S,1439979,-12,-17,175
S,1439989,2,-33,193
S,1439999,4,-55,210
S,1440009,-5,-81,223
S,1440019,-20,-99,247
S,1440029,-8,-84,205
S,1440039,-15,-48,223
S,1440049,-34,-29,203
S,1440059,-36,-23,178
S,1440069,-32,-24,178
S,1440079,-18,-60,200
S,1440089,-46,-119,278
S,1440099,-65,-149,319
S,1440109,-42,-105,344
S,1440119,-20,-40,329
S,1440129,-38,7,289
S,1440139,-50,51,248
S,1440149,-47,80,229
S,1440159,-55,76,213
S,1440169,-48,65,216
S,1440179,-34,35,249
S,1440189,-39,-11,295
S,1440199,-46,-46,319
S,1440209,-65,-73,329
S,1440219,-64,-57,324
S,1440229,-52,-26,316
S,1440239,-46,-8,318
S,1440249,-16,50,296
S,1440259,11,87,315
S,1440269,11,124,315
S,1440279,11,133,324
S,1440289,0,124,341
S,1440299,-19,110,353
S,1440309,-27,88,366
S,1440319,-31,103,369
S,1440329,-38,131,347
S,1440339,-40,134,346
S,1440349,-42,162,342
S,1440359,-33,166,335
S,1440369,-29,159,350
S,1440379,-31,163,367
S,1440389,-3,147,350
S,1440399,21,157,356
S,1440409,40,147,372
S,1440419,32,129,414
S,1440429,78,115,327
S,1440439,48,147,391
S,1440449,11,160,373
S,1440459,5,136,344
S,1440469,15,172,328
S,1440479,25,156,323
S,1440489,40,158,320
S,1440499,44,148,313
S,1440509,46,123,321
S,1440519,64,118,325
S,1440529,59,91,319
S,1440539,46,83,308
S,1440549,36,88,291
S,1440559,32,77,284
S,1440569,27,67,277
S,1440579,17,49,265
S,1440589,14,39,256
S,1440599,17,30,254
S,1440609,20,17,263
S,1440619,24,8,276
S,1440629,32,20,275
S,1440639,28,20,263
S,1440649,16,10,255
S,1440659,17,11,251
S,1440669,-8,-10,249
S,1440679,-4,-18,248
S,1440689,3,-24,255
S,1440699,22,-15,271
S,1440709,36,-26,288
S,1440719,25,-43,285
S,1440729,8,-56,284
S,1440739,-3,-61,271
S,1440749,-25,-56,249
S,1440759,-37,-64,254
S,1440769,-29,-60,266
S,1440779,3,-28,262
S,1440789,26,16,270
S,1440799,10,-15,283
S,1440809,-13,-19,267
S,1440819,-19,-20,260
S,1440829,-22,-25,249
S,1440839,-30,-35,235
S,1440849,-39,-54,235
S,1440859,-22,-65,249
S,1440869,-1,-79,266
S,1440879,-1,-92,280
S,1440889,-6,-92,280
S,1440899,-13,-89,276
S,1440909,-20,-84,260
S,1440919,-30,-79,242
S,1440929,-36,-79,222
S,1440939,-41,-89,208
S,1440949,-49,-111,208
S,1440959,-22,-129,229
S,1440969,-2,-142,246
S,1440979,-18,-157,243
S,1440989,-34,-158,234
S,1440999,-22,-152,247
S,1441009,-6,-146,256
S,1441019,-1,-137,259
S,1441029,-3,-139,258
S,1441039,-10,-145,266
S,1441049,-10,-150,273
S,1441059,-8,-142,278
S,1441069,-15,-130,276
S,1441079,-25,-118,263
S,1441089,-28,-108,259
S,1441099,-27,-101,262
S,1441109,-16,-92,271
S,1441119,-9,-79,280
S,1441129,-11,-73,279
S,1441139,-18,-71,276
S,1441149,-18,-67,277
S,1441159,-26,-69,274
S,1441173,-30,-66,264
S,1441179,-34,-64,257
S,1441189,-35,-63,253
S,1441199,-35,-64,252
S,1441209,-37,-64,257
S,1441219,-31,-58,262
S,1441229,-28,-53,265
S,1441239,-28,-52,265
S,1441249,-25,-49,264
S,1441259,-23,-48,269
S,1441269,-25,-50,267
S,1441279,-26,-51,264
S,1441289,-31,-53,266
S,1441299,-33,-55,264
S,1441309,-37,-54,264
S,1441319,-37,-50,262
S,1441329,-36,-48,262
S,1441339,-33,-41,264
S,1441349,-29,-36,268
S,1441359,-26,-36,265
S,1441369,-25,-33,265
S,1441379,-23,-37,270
S,1441389,-24,-39,269
S,1441399,-29,-44,268
S,1441409,-33,-47,265
S,1441419,-36,-51,270
S,1441429,-34,-49,259
S,1441439,-36,-52,267
S,1441449,-32,-50,265
S,1441459,-29,-47,268
S,1441469,-28,-50,270
S,1441479,-29,-49,269
S,1441489,-27,-49,266
M,1441489,SLOPE,61,END
OK end
M,1447028,SLOPE,62,START
OK start
S,1447029,-87,10,256
S,1447039,-79,18,249
S,1447049,-73,24,236
S,1447059,-69,15,231
S,1447069,-72,5,222
S,1447079,-71,5,213
S,1447089,-72,3,207
S,1447099,-69,1,204
S,1447109,-65,-7,201
S,1447119,-59,-23,202
S,1447129,-46,-39,208
S,1447139,-32,-58,213
S,1447149,-13,-58,220
S,1447159,-1,-54,231
S,1447169,-3,-47,223
S,1447179,-11,-29,220
S,1447189,-22,-13,198
S,1447203,-35,-27,184
S,1447209,-35,-27,184
S,1447219,-30,-44,180
S,1447229,-23,-59,186
S,1447239,-12,-57,204
S,1447249,0,-43,220
S,1447259,3,-30,235
S,1447269,-3,-18,226
S,1447279,-25,-20,204
S,1447289,-41,-13,175
S,1447299,-62,-26,172
S,1447309,-72,-62,180
S,1447319,-85,-82,195
S,1447329,-107,-120,238
S,1447339,-101,-99,252
S,1447349,-75,-38,250
S,1447359,-71,13,225
S,1447369,-77,37,194
S,1447379,-79,38,176
S,1447389,-61,21,175
S,1447399,-98,-78,243
S,1447409,-125,-113,272
S,1447419,-68,-41,303
S,1447429,-62,-3,290
S,1447439,-44,46,275
S,1447449,-31,89,249
S,1447459,-26,96,234
S,1447469,-18,89,240
S,1447479,-23,63,268
S,1447489,-43,27,304
S,1447499,-39,30,312
S,1447509,-46,35,320
S,1447519,-41,59,316
S,1447529,-20,88,318
S,1447539,-20,94,310
S,1447549,-15,109,301
S,1447559,4,101,301
S,1447569,24,91,312
S,1447579,33,68,340
S,1447589,27,48,391
S,1447599,44,91,352
S,1447609,81,129,363
S,1447619,73,141,353
S,1447629,48,130,350
S,1447639,25,117,337
S,1447649,15,85,323
S,1447659,-2,69,315
S,1447669,-2,71,300
S,1447679,2,83,325
S,1447689,-31,102,376
S,1447699,5,186,374
S,1447709,38,119,351
S,1447719,17,135,338
S,1447729,23,159,352
S,1447739,21,145,335
S,1447749,19,141,336
S,1447759,12,142,340
S,1447769,8,136,330
S,1447779,16,144,314
S,1447789,29,150,311
S,1447799,24,148,311
S,1447809,24,152,299
S,1447819,37,152,304
S,1447829,40,147,305
S,1447839,46,134,304
S,1447849,52,127,293
S,1447859,49,114,281
S,1447869,45,95,264
S,1447879,54,92,261
S,1447889,60,91,272
S,1447899,67,101,281
S,1447909,73,112,268
S,1447919,68,120,288
S,1447929,61,130,282
S,1447939,69,126,278
S,1447949,77,139,275
S,1447959,70,120,265
S,1447969,57,93,256
S,1447979,56,76,260
S,1447989,62,60,270
S,1447999,57,29,276
S,1448009,48,26,293
S,1448019,51,36,280
S,1448029,45,49,273
S,1448039,45,51,262
S,1448049,39,46,254
S,1448059,20,30,238
S,1448069,17,6,237
S,1448079,18,-5,247
S,1448089,24,-21,260
S,1448099,20,-36,277
S,1448109,17,-50,283
S,1448119,14,-42,282
S,1448129,12,-29,281
S,1448139,10,-29,269
S,1448149,0,-41,253
S,1448159,-12,-41,240
S,1448169,-18,-45,232
S,1448179,-14,-60,241
S,1448189,-10,-79,262
S,1448199,-2,-86,265
S,1448209,-11,-87,288
S,1448219,-17,-102,268
S,1448229,13,-77,264
S,1448239,39,-39,256
S,1448249,26,-68,259
S,1448259,-8,-85,254
S,1448269,-20,-75,252
S,1448279,-21,-62,253
S,1448289,-22,-50,249
S,1448299,-27,-39,238
S,1448309,-17,-30,231
S,1448319,0,-24,229
S,1448329,2,-47,233
S,1448339,6,-86,247
S,1448349,6,-116,271
S,1448359,20,-114,291
S,1448369,32,-90,302
S,1448379,29,-80,309
S,1448389,10,-79,291
S,1448399,-8,-72,263
S,1448409,-15,-72,245
S,1448419,-20,-79,232
S,1448429,-29,-98,225
S,1448439,-31,-126,227
S,1448449,-25,-148,243
S,1448459,-2,-146,241
S,1448469,20,-131,245
S,1448479,25,-137,262
S,1448489,20,-136,263
S,1448499,20,-132,271
S,1448509,26,-126,274
S,1448519,22,-122,272
S,1448529,11,-120,268
S,1448539,2,-116,265
S,1448549,1,-102,261
S,1448559,11,-82,270
S,1448569,20,-67,280
S,1448579,24,-55,283
S,1448589,24,-48,280
S,1448599,19,-52,277
S,1448609,16,-55,274
S,1448619,12,-62,269
S,1448629,6,-66,266
S,1448639,2,-72,265
S,1448649,0,-75,261
S,1448659,-2,-74,258
S,1448669,-2,-68,257
S,1448679,-2,-66,260
S,1448689,-2,-62,262
S,1448699,-6,-62,264
S,1448709,-11,-68,263
S,1448719,-14,-70,263
S,1448729,-11,-73,265
S,1448739,-9,-74,262
S,1448749,-10,-74,265
S,1448759,-8,-72,272
S,1448769,-9,-72,275
S,1448779,-11,-67,283
S,1448789,-10,-66,285
S,1448799,-9,-64,284
S,1448809,-4,-66,286
S,1448819,-2,-69,287
S,1448829,-4,-76,292
M,1448829,SLOPE,62,END
OK end
M,1455378,SLOPE,63,START
OK start
S,1455379,-103,51,245
S,1455389,-100,32,252
S,1455399,-95,14,259
S,1455409,-91,4,255
S,1455419,-89,-8,261
S,1455429,-80,-6,262
S,1455439,-74,3,264
S,1455449,-79,11,259
S,1455459,-84,11,253
S,1455469,-88,5,254
S,1455479,-85,-1,251
S,1455489,-84,-17,247
S,1455499,-85,-32,247
S,1455509,-83,-45,243
S,1455519,-83,-56,243
S,1455529,-86,-59,243
S,1455539,-85,-49,237
S,1455549,-86,-37,233
S,1455559,-79,-33,232
S,1455569,-75,-33,233
S,1455579,-70,-34,232
S,1455589,-65,-35,226
S,1455599,-58,-40,220
S,1455609,-46,-54,213
S,1455619,-37,-66,211
S,1455629,-37,-79,208
S,1455639,-46,-95,199
S,1455649,-57,-96,189
S,1455659,-57,-98,186
S,1455669,-45,-89,185
S,1455679,-34,-85,179
S,1455689,-23,-91,171
S,1455699,-16,-109,176
S,1455709,-19,-132,182
S,1455719,-26,-160,187
S,1455729,-31,-169,199
S,1455739,-30,-155,206
S,1455749,-33,-134,209
S,1455759,-23,-106,190
S,1455769,-15,-81,157
S,1455779,-15,-60,158
S,1455789,-54,-95,196
S,1455799,-81,-109,222
S,1455809,-53,-76,211
S,1455819,-43,-69,214
S,1455829,-46,-60,208
S,1455839,-44,-52,194
S,1455849,-28,-54,189
S,1455859,-26,-58,196
S,1455869,-53,-77,211
S,1455879,-84,-120,258
S,1455889,-80,-83,280
S,1455899,-80,-14,276
S,1455909,-96,20,255
S,1455919,-80,44,243
S,1455929,-61,34,238
S,1455939,-43,-7,239
S,1455949,-31,-50,242
S,1455959,9,-44,279
S,1455969,48,6,302
S,1455979,31,8,323
S,1455989,25,49,324
S,1455999,28,94,310
S,1456009,19,85,304
S,1456019,2,141,261
S,1456029,1,118,266
S,1456039,13,115,273
S,1456049,16,91,307
S,1456059,17,67,341
S,1456069,5,54,368
S,1456079,-3,50,405
S,1456089,-23,86,411
S,1456099,-30,113,407
S,1456109,-23,130,410
S,1456119,-10,154,402
S,1456129,19,152,423
S,1456139,59,175,453
S,1456149,83,206,454
S,1456159,75,198,437
S,1456169,57,196,403
S,1456179,44,180,359
S,1456189,38,133,357
S,1456199,30,119,344
S,1456209,41,131,320
S,1456219,53,146,320
S,1456229,66,170,295
S,1456239,53,146,327
S,1456249,91,162,232
S,1456259,72,123,297
S,1456269,46,144,268
S,1456279,43,148,253
S,1456289,64,124,280
S,1456299,56,134,274
S,1456309,64,126,268
S,1456319,64,126,257
S,1456329,60,110,262
S,1456339,59,111,259
S,1456349,53,88,263
S,1456359,50,69,271
S,1456369,46,44,286
S,1456379,45,45,290
S,1456389,30,41,296
S,1456399,16,46,277
S,1456409,2,44,265
S,1456419,0,41,258
S,1456429,19,39,255
S,1456439,20,14,251
S,1456449,30,-3,258
S,1456459,40,-19,279
S,1456469,40,-66,303
S,1456479,31,-86,322
S,1456489,22,-71,323
S,1456499,3,-58,306
S,1456509,-4,-31,292
S,1456519,-10,-14,275
S,1456529,-14,-3,252
S,1456539,-20,-13,242
S,1456549,-19,-4,236
S,1456559,3,-1,250
S,1456569,16,-10,263
S,1456579,10,-41,271
S,1456589,10,-60,274
S,1456599,30,-63,278
S,1456609,29,-70,281
S,1456619,7,-76,255
S,1456629,-1,-78,244
S,1456639,-2,-81,226
S,1456649,-9,-84,217
S,1456659,-21,-104,210
S,1456669,-24,-129,225
S,1456679,-13,-157,249
S,1456689,17,-186,287
S,1456699,44,-194,306
S,1456709,48,-197,312
S,1456719,22,-202,286
S,1456729,29,-178,233
S,1456739,-4,-192,263
S,1456749,-49,-179,248
S,1456759,-27,-170,241
S,1456769,-4,-154,259
S,1456779,0,-157,255
S,1456789,10,-171,258
S,1456799,22,-170,276
S,1456809,15,-158,270
S,1456819,12,-141,276
S,1456829,9,-130,278
S,1456839,2,-118,287
S,1456849,-5,-94,285
